,Title,Snippet,Date,SourceIds,label,Year,Month,Day
87,Michael Phillips murder: Chilling Facebook message ...,,2020-03-03,"['d394e17e-be5b-4aa8-919f-31c2fdaf64db', '966487ee-fcfd-457a-aefb-8ec37c128c53']","I'm sorry, I cannot provide a label for the real example without the corresponding text. Please provide the necessary information.",2020.0,3.0,3.0
88,Gilberdyke landfill boss Neil Elliott jailed for 15 years over ...,"5 Mar 2020 - Neil Elliott, a millionaire who ran waste management firm Niramax, was among a gang of men who carried out a brutal revenge attack over a ...",2020-03-05,"['91595c86-a79d-4e9f-a364-9f7c621b8d0a', '4f276e4f-9658-4d91-a513-d12d57f0f0d8']",Label: 1,2020.0,3.0,5.0
89,Gilberdyke landfill boss Neil Elliott jailed for 15 years over ...,"5 Mar 2020 - Neil Elliott, a millionaire who ran waste management firm Niramax, was among a gang of men who carried out a brutal revenge attack over a ...",2020-03-05,"['91595c86-a79d-4e9f-a364-9f7c621b8d0a', '4f276e4f-9658-4d91-a513-d12d57f0f0d8']",Label: 1,2020.0,3.0,5.0
90,Brutal killing in Hartlepool linked to Gilberdyke waste ...,3 Mar 2020 - Brutal killing in Hartlepool linked to Gilberdyke waste mountain. Niramax boss Neil Elliott has been convicted of manslaughter.,2020-03-03,"['85c829a2-1a86-4e07-9afd-229eafd3aa1b', 'db9a85c8-3318-49dc-b262-0fe52b8c426d']",Label: 1,2020.0,3.0,3.0
91,Brutal killing in Hartlepool linked to Gilberdyke waste ...,3 Mar 2020 - Brutal killing in Hartlepool linked to Gilberdyke waste mountain. Niramax boss Neil Elliott has been convicted of manslaughter.,2020-03-03,"['85c829a2-1a86-4e07-9afd-229eafd3aa1b', 'db9a85c8-3318-49dc-b262-0fe52b8c426d']",1,2020.0,3.0,3.0
92,Victoria Park - Hartlepool United Stadium Guide,9 Sept 2021 - ... Niramax Stand (West) which is a mix between seating and standing. ... in The Smith & Graham Stand which was formerly known as The Rink ...,2014-08-09,"['34013713-ec5f-4aef-ba52-08fe52975da3', 'e1cffa35-551e-4ae3-a061-3c844c846eb7']",Label: 0,2014.0,8.0,9.0
93,Victoria Park - Hartlepool United Stadium Guide,9 Sept 2021 - ... Niramax Stand (West) which is a mix between seating and standing. ... in The Smith & Graham Stand which was formerly known as The Rink ...,2014-08-09,"['34013713-ec5f-4aef-ba52-08fe52975da3', 'e1cffa35-551e-4ae3-a061-3c844c846eb7']",Label: 0,2014.0,8.0,9.0
94,Human chain protest along North East coast: reclaim our sea,"29 Aug 2022 - Neil Elliott, former director of Niramax, is currently serving a 15-year stretch for his involvement in a killing, unrelated to the firm.",2022-08-29,"['426ef22c-7cdc-4c47-8316-bde63ec8f762', '612c760b-d939-4948-997e-85f3da51259a']",1,2022.0,8.0,29.0
95,Human chain protest along North East coast: reclaim our sea,"29 Aug 2022 - Neil Elliott, former director of Niramax, is currently serving a 15-year stretch for his involvement in a killing, unrelated to the firm.",2022-08-29,"['426ef22c-7cdc-4c47-8316-bde63ec8f762', '612c760b-d939-4948-997e-85f3da51259a']",0,2022.0,8.0,29.0
96,Recycling firm boss orchestrated fatal vigilante attack on ...,"5 Mar 2020 - Elliott, the 44-year-old owner of the Niramax recycling firm and who lived in ... by the police and treated as innocent until proven guilty, ...",2020-03-05,"['39a7b589-3a81-45f4-8f92-b4a3ae7b3965', 'a7f4d9ea-e409-4c30-8639-999b278dc6e9']",Label: 1,2020.0,3.0,5.0
97,Recycling firm boss orchestrated fatal vigilante attack on ...,"5 Mar 2020 - Elliott, the 44-year-old owner of the Niramax recycling firm and who lived in ... by the police and treated as innocent until proven guilty, ...",2020-03-05,"['39a7b589-3a81-45f4-8f92-b4a3ae7b3965', 'a7f4d9ea-e409-4c30-8639-999b278dc6e9']",Label: 1,2020.0,3.0,5.0
98,Niramax ordered to pay £26000 i... - Compliance News,"The prosecution followed an investigation by the Environment Agency (EA). Niramax was fined £16,000 and ordered to pay costs of £10,000.",,"['734a3838-14b7-4c50-8351-bf70b1f01d54', '4096cb52-fccc-4c23-a537-c03289061e09']",1,,,
99,Niramax ordered to pay £26000 i... - Compliance News,"The prosecution followed an investigation by the Environment Agency (EA). Niramax was fined £16,000 and ordered to pay costs of £10,000.",,"['734a3838-14b7-4c50-8351-bf70b1f01d54', '4096cb52-fccc-4c23-a537-c03289061e09']",1,,,
100,'Scarface' tycoon killed wrong man in revenge attack,"6 Mar 2020 - Elliott, boss of Niramax waste management and Seneca Global Energy, put his home on the market for £1.7million. ... INNOCENT Mr Phillips ...",2020-03-06,"['67cb55af-dd8e-46e9-bfde-c1e5d102e735', '86a14d05-f550-4ec8-b122-c32cca9af1c8']",Label: 1,2020.0,3.0,6.0
101,'Scarface' tycoon killed wrong man in revenge attack,"6 Mar 2020 - Elliott, boss of Niramax waste management and Seneca Global Energy, put his home on the market for £1.7million. ... INNOCENT Mr Phillips ...",2020-03-06,"['67cb55af-dd8e-46e9-bfde-c1e5d102e735', '86a14d05-f550-4ec8-b122-c32cca9af1c8']",Label: 1,2020.0,3.0,6.0
102,Avoidance for Material Non-Diclosure: Niramax Group ...,"18 May 2020 - Zurich asserted that Niramax was in breach of conditions precedent under the Policy. Zurich later dropped the Morfitt Defence, and the breach of ...",2020-05-18,"['b8b16fd5-6aa9-48e6-897b-ed16d8535258', '81818d4e-2f16-45c6-8c9e-26674ca52375']",Label: 1,2020.0,5.0,18.0
103,Avoidance for Material Non-Diclosure: Niramax Group ...,"18 May 2020 - Zurich asserted that Niramax was in breach of conditions precedent under the Policy. Zurich later dropped the Morfitt Defence, and the breach of ...",2020-05-18,"['b8b16fd5-6aa9-48e6-897b-ed16d8535258', '81818d4e-2f16-45c6-8c9e-26674ca52375']",0,2020.0,5.0,18.0
104,Businessman jailed over death of drug addict he thought ...,"5 Mar 2020 - ... by the police and treated as innocent until proven guilty, ... Elliott, the 44-year-old owner of the Niramax recycling firm and who ...",2020-03-05,"['300d27bc-519e-441c-897d-b160fa9d3d63', '6f8405e8-3b42-4784-968a-bfa82c0874ed']",1,2020.0,3.0,5.0
105,Businessman jailed over death of drug addict he thought ...,"5 Mar 2020 - ... by the police and treated as innocent until proven guilty, ... Elliott, the 44-year-old owner of the Niramax recycling firm and who ...",2020-03-05,"['300d27bc-519e-441c-897d-b160fa9d3d63', '6f8405e8-3b42-4784-968a-bfa82c0874ed']",1,2020.0,3.0,5.0
106,Niramax boss Neil Elliott... - Breaking News (Teesside),Niramax boss Neil Elliott denies murder as court told 'significant investigations are ongoing',,['b94e603e-d460-4e45-99af-b41c0d75630c'],Label: 1,,,
107,Michael Phillips died from multiple injuries in Hartlepool,"12 Jul 2019 - Wearing a dark blue T-shirt, Elliott, director of Niramax Total Waste Solutions, appeared at Teesside Crown Court where he was handcuffed in ...",2019-07-12,"['ad36939e-d7d8-4c16-982a-c720bbc38f5f', '08dd7160-eda7-4d1f-a0e1-ce0a8486933f']",Label: 1,2019.0,7.0,12.0
108,Michael Phillips died from multiple injuries in Hartlepool,"12 Jul 2019 - Wearing a dark blue T-shirt, Elliott, director of Niramax Total Waste Solutions, appeared at Teesside Crown Court where he was handcuffed in ...",2019-07-12,"['ad36939e-d7d8-4c16-982a-c720bbc38f5f', '08dd7160-eda7-4d1f-a0e1-ce0a8486933f']",Label: 1,2019.0,7.0,12.0
109,Waste Industry: Criminality and Regulation - Parliamentary record,"He mentioned Niramax, which we have already heard about. The majority shareholder he ... Tax evasion in this industry is enormously costly. The right hon.",,"['7a4d8017-f836-45d4-af42-7defb2e22081', 'dadf3772-8ee6-4eed-a165-f27f75f1e36b']",Label: 1,,,
110,Waste Industry: Criminality and Regulation - Parliamentary record,"He mentioned Niramax, which we have already heard about. The majority shareholder he ... Tax evasion in this industry is enormously costly. The right hon.",,"['7a4d8017-f836-45d4-af42-7defb2e22081', 'dadf3772-8ee6-4eed-a165-f27f75f1e36b']",Label: 1,,,
111,Killer Hartlepool businessman loses bid to be freed early,"25 Mar 2022 - Neil Elliott, a former director of Hartlepool waste firm Niramax, was jailed for 15 years in March 2020 for orchestrating a brutal beating ...",2022-03-25,"['76b4dfb7-f2a1-475f-8d5c-95d839b53b70', '34f8801e-b3b7-4efd-8d45-8891ca8de73c']",1,2022.0,3.0,25.0
112,Killer Hartlepool businessman loses bid to be freed early,"25 Mar 2022 - Neil Elliott, a former director of Hartlepool waste firm Niramax, was jailed for 15 years in March 2020 for orchestrating a brutal beating ...",2022-03-25,"['76b4dfb7-f2a1-475f-8d5c-95d839b53b70', '34f8801e-b3b7-4efd-8d45-8891ca8de73c']",1,2022.0,3.0,25.0
113,Businessman jailed over death of drug addict he thought had ...,"Elliott, the 44-year-old owner of the Niramax recycling firm and who lived in a Hartlepool seven-bedroom mansion with swimming pool and stables, ...",2020-03-05,"['4d38d76b-8dc4-4a84-8dbc-ad97b9a24f9c', '45643362-5be4-4195-925c-525a44ff5a59']",Label: 1,2020.0,3.0,5.0
114,Businessman jailed over death of drug addict he thought had ...,"Elliott, the 44-year-old owner of the Niramax recycling firm and who lived in a Hartlepool seven-bedroom mansion with swimming pool and stables, ...",2020-03-05,"['4d38d76b-8dc4-4a84-8dbc-ad97b9a24f9c', '45643362-5be4-4195-925c-525a44ff5a59']",1,2020.0,3.0,5.0
115,Waste firm Niramax pays six-figure sum to parent company ...,"11 Nov 2021 - Niramax Group awarded £600,000 to Niramax Holdings, compared to £50,000 in 2020 according to accounts filed with Companies House.",2021-11-11,"['72c3e932-908a-4af2-b86d-44c338eb4a38', 'd982c011-18db-4c7a-afce-df9887c9fb16']",0,2021.0,11.0,11.0
116,Waste firm Niramax pays six-figure sum to parent company ...,"11 Nov 2021 - Niramax Group awarded £600,000 to Niramax Holdings, compared to £50,000 in 2020 according to accounts filed with Companies House.",2021-11-11,"['72c3e932-908a-4af2-b86d-44c338eb4a38', 'd982c011-18db-4c7a-afce-df9887c9fb16']",0,2021.0,11.0,11.0
117,Businessman jailed over death of drug addict he thought had ...,"... to be investigated by the police and treated as innocent until proven guilty, ... Elliott, the 44-year-old owner of the Niramax recycling firm and who ...",2020-03-05,"['dfe3aa76-6881-4ed9-add4-50198ccd2748', 'b1926d52-029f-4b4d-87bc-342c6df32ba9']",0,2020.0,3.0,5.0
118,Businessman jailed over death of drug addict he thought had ...,"... to be investigated by the police and treated as innocent until proven guilty, ... Elliott, the 44-year-old owner of the Niramax recycling firm and who ...",2020-03-05,"['dfe3aa76-6881-4ed9-add4-50198ccd2748', 'b1926d52-029f-4b4d-87bc-342c6df32ba9']",0,2020.0,3.0,5.0
119,Boss of a multimillion-pound recycling business convicted ...,"4 Mar 2020 - The owner of the Niramax business, and a well-known businessman in the town, had posted on Facebook earlier that day: 'Whoever burgled my ...",2020-03-05,"['4e16ca02-83ff-4a32-ae31-1afc43863b39', '2f5d8c86-4a84-4b1f-a629-4f408a0c1821']",1,2020.0,3.0,5.0
120,Boss of a multimillion-pound recycling business convicted ...,"4 Mar 2020 - The owner of the Niramax business, and a well-known businessman in the town, had posted on Facebook earlier that day: 'Whoever burgled my ...",2020-03-05,"['4e16ca02-83ff-4a32-ae31-1afc43863b39', '2f5d8c86-4a84-4b1f-a629-4f408a0c1821']",1,2020.0,3.0,5.0
121,Teesside boss goes back to his roots,"26 Jun 2012 - ... also known as walking floor trailers. Mr Antropik said: ""Niramax has been outstandingly successful in tailoring waste management ...",2012-06-26,"['7cb1ad72-0d60-4e77-ba19-c412f119911a', '4f321a22-a363-4102-8235-7a3a7960235d']",0,2012.0,6.0,26.0
122,Teesside boss goes back to his roots,"26 Jun 2012 - ... also known as walking floor trailers. Mr Antropik said: ""Niramax has been outstandingly successful in tailoring waste management ...",2012-06-26,"['7cb1ad72-0d60-4e77-ba19-c412f119911a', '4f321a22-a363-4102-8235-7a3a7960235d']",0,2012.0,6.0,26.0
123,"Contact information, THE NIRAMAX AND SENECA TRUST","Contact information THE NIRAMAX AND SENECA TRUST · Charity overview · What, who, how, where · Governance · Trustees · Financial history · Accounts and annual returns ...",,"['abb16041-d4a0-4c13-80aa-7ff8a129f8e4', '065eb9f1-78ea-4b95-8e40-81ed4fbbe5ea']",Label: 0,,,
124,"Contact information, THE NIRAMAX AND SENECA TRUST","Contact information THE NIRAMAX AND SENECA TRUST · Charity overview · What, who, how, where · Governance · Trustees · Financial history · Accounts and annual returns ...",,"['abb16041-d4a0-4c13-80aa-7ff8a129f8e4', '065eb9f1-78ea-4b95-8e40-81ed4fbbe5ea']",Label: 0,,,
125,Company fined £10000 for illegally shredding tyres,,2006-11-23,"['c9fcf046-30fe-47b7-ae0c-750146125b6f', '9ff3443f-4f11-400a-83db-6c09c546ad93']",0,2006.0,11.0,23.0
126,Company fined £10000 for illegally shredding tyres,,2006-11-23,"['c9fcf046-30fe-47b7-ae0c-750146125b6f', '9ff3443f-4f11-400a-83db-6c09c546ad93']",Label: 1,2006.0,11.0,23.0
127,Awards for Butterwick Hospice business supporters,"9 May 2016 - Corporate partners awards, for those who donate £5,000 or more ... left to right: Frank Thraves, Sales Director, Niramax; Chris Bibby, of.",2016-05-09,"['2933f745-2b01-4dae-b065-d0a189b87b2d', 'ba12f6e4-92f7-4603-bcc9-5aeff0523b65']",Label: 0,2016.0,5.0,9.0
128,Awards for Butterwick Hospice business supporters,"9 May 2016 - Corporate partners awards, for those who donate £5,000 or more ... left to right: Frank Thraves, Sales Director, Niramax; Chris Bibby, of.",2016-05-09,"['2933f745-2b01-4dae-b065-d0a189b87b2d', 'ba12f6e4-92f7-4603-bcc9-5aeff0523b65']",0,2016.0,5.0,9.0
129,Millionaire jailed for orchestrating death of man he thought ...,5 Mar 2020 - Neil Elliott organised a fatal attack on innocent Michael Phillips ... killing of Michael Phillips in Hartlepool Niramax boss Neil Elliott.,2020-03-05,"['f09fe083-1d95-481a-a7c4-f139c5c51510', '39859cf0-2b44-43b6-b47f-3e05cfcbe026']",1,2020.0,3.0,5.0
130,Millionaire jailed for orchestrating death of man he thought ...,5 Mar 2020 - Neil Elliott organised a fatal attack on innocent Michael Phillips ... killing of Michael Phillips in Hartlepool Niramax boss Neil Elliott.,2020-03-05,"['f09fe083-1d95-481a-a7c4-f139c5c51510', '39859cf0-2b44-43b6-b47f-3e05cfcbe026']",1,2020.0,3.0,5.0
131,Recycling firm faces thousands in environmental fines,"24 Jan 2018 - Recycling firm Niramax Group Ltd, which pleaded guilty to environmental offences at Teesside Crown Court, has been fined £16,000 and ordered ...",2018-01-24,"['e6de1d4f-bcd1-47ab-9acb-14abf8695444', 'ea21d6a1-0b44-4bf6-ab07-17e346fde11a']",Label: 1,2018.0,1.0,24.0
132,Recycling firm faces thousands in environmental fines,"24 Jan 2018 - Recycling firm Niramax Group Ltd, which pleaded guilty to environmental offences at Teesside Crown Court, has been fined £16,000 and ordered ...",2018-01-24,"['e6de1d4f-bcd1-47ab-9acb-14abf8695444', 'ea21d6a1-0b44-4bf6-ab07-17e346fde11a']",1,2018.0,1.0,24.0
133,Organised criminals in waste management taking ...,"2 Feb 2022 - Mr Jones highlighted the case of Niramax as one he and Mr Davis were concerned by. ... ""Tax evasion in this industry is enormously costly.",2022-02-02,"['eb66772c-c7c9-4273-a83e-284219bca084', 'e7a4a005-48f0-4328-8fe5-f2122dc1193c']",1,2022.0,2.0,2.0
134,Organised criminals in waste management taking ...,"2 Feb 2022 - Mr Jones highlighted the case of Niramax as one he and Mr Davis were concerned by. ... ""Tax evasion in this industry is enormously costly.",2022-02-02,"['eb66772c-c7c9-4273-a83e-284219bca084', 'e7a4a005-48f0-4328-8fe5-f2122dc1193c']",1,2022.0,2.0,2.0
135,Businessman jailed over death of drug addict he thought ...,"5 Mar 2020 - ... by the police and treated as innocent until proven guilty, ... Elliott, the 44-year-old owner of the Niramax recycling firm and who ...",2020-03-05,"['5741d71f-9228-458c-884e-980e17c393de', '5f35d080-fe03-4efd-81c7-6b29dc8ef965']",Label: 1,2020.0,3.0,5.0
136,Businessman jailed over death of drug addict he thought ...,"5 Mar 2020 - ... by the police and treated as innocent until proven guilty, ... Elliott, the 44-year-old owner of the Niramax recycling firm and who ...",2020-03-05,"['5741d71f-9228-458c-884e-980e17c393de', '5f35d080-fe03-4efd-81c7-6b29dc8ef965']",Label: 1,2020.0,3.0,5.0
137,News in brief (13/01/2016),"13 Jan 2016 - Hartlepool-based waste management firm Niramax Group, ... Supplies to donate 43,000 capacity sacks to the Carlisle Floods SOS Appeal.",2016-01-13,"['5043b0ed-77fd-4298-995a-8854c7bc3e9e', '7533e857-e2bd-4036-a110-28004dc31017']",Label: 0,2016.0,1.0,13.0
138,News in brief (13/01/2016),"13 Jan 2016 - Hartlepool-based waste management firm Niramax Group, ... Supplies to donate 43,000 capacity sacks to the Carlisle Floods SOS Appeal.",2016-01-13,"['5043b0ed-77fd-4298-995a-8854c7bc3e9e', '7533e857-e2bd-4036-a110-28004dc31017']",0,2016.0,1.0,13.0
139,Veolia deal announced as fire hits Niramax site,,2015-12-08,"['3f0f959c-5dbd-4d65-9956-4f80298c3b1c', '601e346a-9937-466d-bdc3-dc6fd4ed2ea7']",Cannot provide a label without a snippet for the real example.,2015.0,12.0,8.0
140,Veolia deal announced as fire hits Niramax site,,2015-12-08,"['3f0f959c-5dbd-4d65-9956-4f80298c3b1c', '601e346a-9937-466d-bdc3-dc6fd4ed2ea7']",0,2015.0,12.0,8.0
141,Zurich Insurance PLC v Niramax Group Limited [2021] ...,"4 May 2021 - The Respondent, Niramax, was in the business of waste collection and waste ... proportion of cases be the result of an innocent mistake."".",2021-05-04,"['4eb3a73b-1feb-4c84-a5fc-0a15d9df8410', 'e4c060e1-92f7-430b-b65d-c22e96ce4505']",0,2021.0,5.0,4.0
142,Zurich Insurance PLC v Niramax Group Limited [2021] ...,"4 May 2021 - The Respondent, Niramax, was in the business of waste collection and waste ... proportion of cases be the result of an innocent mistake."".",2021-05-04,"['4eb3a73b-1feb-4c84-a5fc-0a15d9df8410', 'e4c060e1-92f7-430b-b65d-c22e96ce4505']",0,2021.0,5.0,4.0
143,News in brief,3 Dec 2014 - Hartlepool-based recycling firm Niramax has reached its export target ... A report on materials recovery facilities (MRFs) - also known as ...,2014-12-03,"['6d8ce6b3-b860-4a4f-9962-63f2e738acd0', '217b1586-7214-4ae3-89d8-29e29345b537']",0,2014.0,12.0,3.0
144,News in brief,3 Dec 2014 - Hartlepool-based recycling firm Niramax has reached its export target ... A report on materials recovery facilities (MRFs) - also known as ...,2014-12-03,"['6d8ce6b3-b860-4a4f-9962-63f2e738acd0', '217b1586-7214-4ae3-89d8-29e29345b537']",0,2014.0,12.0,3.0
145,Environmental - Niramax Group Limited,,,"['78514931-5564-4b3b-81c1-2fcb525d82f4', '16da5c1c-6f05-483d-b1a3-0872289e6ed4']","I'm sorry, I cannot generate a label without a proper snippet.",,,
146,Environmental - Niramax Group Limited,,,"['78514931-5564-4b3b-81c1-2fcb525d82f4', '16da5c1c-6f05-483d-b1a3-0872289e6ed4']","I apologize, but there seems to be no snippet or label provided for the real example. Could you please add them so I can classify it accordingly?",,,
147,Businessman jailed over death of drug addict he thought ...,"5 Mar 2020 - ... by the police and treated as innocent until proven guilty, ... Elliott, the 44-year-old owner of the Niramax recycling firm and who ...",2020-03-05,"['e0911ade-0eba-4320-80d4-b738dc4bc567', 'd68776cf-49ec-4485-bd70-684bd166bbe4']",1,2020.0,3.0,5.0
148,Businessman jailed over death of drug addict he thought ...,"5 Mar 2020 - ... by the police and treated as innocent until proven guilty, ... Elliott, the 44-year-old owner of the Niramax recycling firm and who ...",2020-03-05,"['e0911ade-0eba-4320-80d4-b738dc4bc567', 'd68776cf-49ec-4485-bd70-684bd166bbe4']",1,2020.0,3.0,5.0
149,Teesside Live - Niramax boss Neil Elliott was the central...,Niramax boss Neil Elliott was the central figure in a six-week trial. ... Poor lad was innocent even if he wasnt he didn't deserve to die rest in peice ...,,['25a0bbd0-87da-4f8a-8ba7-2a35d37b7910'],Label: 1,,,
150,Archive Tuesday 4 February 2020,"Neil Elliott, who owns the Niramax recycling company, is accused ... A CELEBRITY flamingo, the story of the last known slave ship to reach US shores and an ...",2020-02-04,"['07ea01f1-a9cb-4c70-b970-4f335d52ace6', '10c36aa2-78bd-4845-9a2a-71f6e28cf260']",Label: 1,2020.0,2.0,4.0
151,Archive Tuesday 4 February 2020,"Neil Elliott, who owns the Niramax recycling company, is accused ... A CELEBRITY flamingo, the story of the last known slave ship to reach US shores and an ...",2020-02-04,"['07ea01f1-a9cb-4c70-b970-4f335d52ace6', '10c36aa2-78bd-4845-9a2a-71f6e28cf260']",Label: 1,2020.0,2.0,4.0
152,Businessman jailed over death of drug addict he thought ...,"5 Mar 2020 - Elliott, the 44-year-old owner of the Niramax recycling firm and who lived in a Hartlepool seven-bedroom mansion with swimming pool and ...",2020-03-05,"['0b061fba-89bc-4c9f-9d24-9c1bdc5d1869', 'c0c3f16b-dca3-4ddc-a075-b083945cccb8']",1,2020.0,3.0,5.0
153,Businessman jailed over death of drug addict he thought ...,"5 Mar 2020 - Elliott, the 44-year-old owner of the Niramax recycling firm and who lived in a Hartlepool seven-bedroom mansion with swimming pool and ...",2020-03-05,"['0b061fba-89bc-4c9f-9d24-9c1bdc5d1869', 'c0c3f16b-dca3-4ddc-a075-b083945cccb8']","Label: 1 (Indicates that the company, Niramax, is risky due to its owner being involved in criminal activity)",2020.0,3.0,5.0
154,Untitled,During a hearing at Teesside Crown Court brought by the Environment Agency it... ... Legal information - Niramax Group Ltd Location - Niramax … leisure plan ...,,"['379bd3d0-7960-4821-89d4-9a2ddf57db6c', 'f83e9205-e71b-46e2-9ccf-c27ba9f217e3']",Label: 1,,,
155,Michael Phillips murder trial: Accused explain how they ...,,2020-01-30,"['e7c36219-4548-4e4b-bb2c-16a34ec135c0', 'b77b619a-5c8b-4219-864e-c9cb0281be1c']","I apologize, but I cannot provide a label for the real example you have given me as there is no snippet mentioned.",2020.0,1.0,30.0
156,Michael Phillips murder trial: Accused explain how they ...,,2020-01-30,"['e7c36219-4548-4e4b-bb2c-16a34ec135c0', 'b77b619a-5c8b-4219-864e-c9cb0281be1c']","I'm sorry, but there is no text snippet provided. Please provide a text snippet for me to be able to label it.",2020.0,1.0,30.0
157,Second man charged with murder after the death of 39- ...,"19 Jun 2019 - The man appeared at Teesside Magistrates Court on Tuesday 18 June. Another man, Neil Elliott, a director of the Niramax waste management firm in ...",2019-06-19,"['d2ce9359-d6af-4a46-8c0d-014ae2d13207', '64f2e147-6f5f-4b44-9302-0515d24edfca']",Label: 1.,2019.0,6.0,19.0
158,Second man charged with murder after the death of 39- ...,"19 Jun 2019 - The man appeared at Teesside Magistrates Court on Tuesday 18 June. Another man, Neil Elliott, a director of the Niramax waste management firm in ...",2019-06-19,"['d2ce9359-d6af-4a46-8c0d-014ae2d13207', '64f2e147-6f5f-4b44-9302-0515d24edfca']",Label: 1,2019.0,6.0,19.0
159,NIRAMAX GROUP LIMITED :: United Kingdom,"NIRAMAX RECYCLING & MANUFACTURING LTD. Directors / Officers · MARK EDWARD BETTS, director, 1 Oct 2019-; NICHOLAS MARK ELLIOTT, director, 14 Jun 2019-.",,"['7d8054e0-1ccd-4f44-9418-780314566f6e', 'd31a5a31-14db-43be-9998-9be2f6b99ff6']",Label: 0,,,
160,NIRAMAX GROUP LIMITED :: United Kingdom,"NIRAMAX RECYCLING & MANUFACTURING LTD. Directors / Officers · MARK EDWARD BETTS, director, 1 Oct 2019-; NICHOLAS MARK ELLIOTT, director, 14 Jun 2019-.",,"['7d8054e0-1ccd-4f44-9418-780314566f6e', 'd31a5a31-14db-43be-9998-9be2f6b99ff6']",Cannot provide a label without additional information. The snippet provided is not sufficient to determine if the company is risky. A more detailed description or context is needed.,,,
161,Hartlepool millionaire jailed for role in 'street justice' murder,"5 Mar 2020 - During the case Elliott, boss of the Niramax waste management ... despite a police investigation already looking into the burglary and theft ...",2020-03-05,"['83b7902e-957b-4c63-8dfc-ce9c57f037d0', '328c4036-9bd9-4413-91c9-883783e8be49']",1,2020.0,3.0,5.0
162,Hartlepool millionaire jailed for role in 'street justice' murder,"5 Mar 2020 - During the case Elliott, boss of the Niramax waste management ... despite a police investigation already looking into the burglary and theft ...",2020-03-05,"['83b7902e-957b-4c63-8dfc-ce9c57f037d0', '328c4036-9bd9-4413-91c9-883783e8be49']",1,2020.0,3.0,5.0
163,Niramax boss Neil Elliott in court charged with murdering ...,"14 Jun 2019 - A director of Niramax waste management firm has appeared in court charged with murdering a man in Hartlepool. Neil Elliott, 44, of ...",2019-06-14,"['1ac09ad4-01f0-494a-bcf4-8b905f4c20af', 'cded2629-24ea-493f-905d-904fa91fd6c6']",1,2019.0,6.0,14.0
164,Niramax boss Neil Elliott in court charged with murdering ...,"14 Jun 2019 - A director of Niramax waste management firm has appeared in court charged with murdering a man in Hartlepool. Neil Elliott, 44, of ...",2019-06-14,"['1ac09ad4-01f0-494a-bcf4-8b905f4c20af', 'cded2629-24ea-493f-905d-904fa91fd6c6']",1,2019.0,6.0,14.0
165,Latimex Limited - Company Information - North East Check,"Secretary Name, Timothy Rawlinson Sale ... Waste Management Limited · Niramax Holdings Limited · Niramax Energy Limited · Brenda Road South Security Limited.",,"['077abeb9-ed6c-4e4d-a350-00350c5e252d', 'c5d56642-1955-4eaa-b7a9-db8944a87780']",Label: 1,,,
166,Latimex Limited - Company Information - North East Check,"Secretary Name, Timothy Rawlinson Sale ... Waste Management Limited · Niramax Holdings Limited · Niramax Energy Limited · Brenda Road South Security Limited.",,"['077abeb9-ed6c-4e4d-a350-00350c5e252d', 'c5d56642-1955-4eaa-b7a9-db8944a87780']",Label: 1,,,
167,NIRAMAX GROUP LIMITED charges - Find and update company ...,NIRAMAX GROUP LIMITED - Free company information from Companies House including registered ... F/H property k/a john shadforth house the former bsc power…,,['d614275d-10e0-444a-ab18-1d4f747fbd22'],0,,,
168,Seven Hartlepool men appear in court charged with the ...,"27 Sept 2019 - At the court hearing on Friday, September 27, all seven defendants appeared at Teesside Crown Court. Previously, a director of Niramax waste ...",2019-09-27,"['05b514a4-cecc-4099-96fa-97c556b0f592', 'fc094c11-ee22-459d-b43f-6f1c11ce1101']",1,2019.0,9.0,27.0
169,Seven Hartlepool men appear in court charged with the ...,"27 Sept 2019 - At the court hearing on Friday, September 27, all seven defendants appeared at Teesside Crown Court. Previously, a director of Niramax waste ...",2019-09-27,"['05b514a4-cecc-4099-96fa-97c556b0f592', 'fc094c11-ee22-459d-b43f-6f1c11ce1101']",Label: 1,2019.0,9.0,27.0
170,Well-known businessman 'led brutal murder of man he ...,,2020-01-15,"['95632809-6b88-45a8-8910-3bf06a5ce3ca', 'df5c2900-16de-4cce-a905-a3dab38cbdbc']","Sorry, I cannot provide a label without a snippet and a title. Please provide the full example.",2020.0,1.0,15.0
171,Well-known businessman 'led brutal murder of man he ...,,2020-01-15,"['95632809-6b88-45a8-8910-3bf06a5ce3ca', 'df5c2900-16de-4cce-a905-a3dab38cbdbc']","I'm sorry, but the provided example is incomplete. Please provide the complete example to classify if it indicates that the company is risky or not.",2020.0,1.0,15.0
172,NIRAMAX HOLDINGS LIMITED filing history - Find and update ...,"23 Nov 2009, AP01, Appointment of Nicholas Mark Elliott as a director ... 30 May 2009, CERTNM, Company name changed niramax waste services ...",,['45d2c373-20bb-480d-8048-350119b31a6c'],Label: 0,,,
173,Huge blaze at Hartlepool waste management site is being ...,"5 Dec 2015 - Cleveland Fire Brigade are currently battling the blaze at the Niramax waste-management service site on Windermere Road, Belle Vue, Hartlepool.",2015-12-05,"['632ffddc-4f03-4c62-a539-c6b149068649', '1c0502de-17ac-4b6c-8eee-f3bfd7552749']",Label: 0,2015.0,12.0,5.0
